generation,snw_dth,snw_att,snw_pmf,snw_amf,sl0_dth,sl0_pwp,sl0_fcy,sl0_bt0,urr_dth,lrr_dth,urr_wsr,urr_ulc,urr_tdh,urr_tdr,urr_ndr,urr_uct,lrr_dre,lrr_lct,best_ofv,best_nse
10,0.0,1.931761919373441,1.57656732215612,7.101171283457375,28.18358949013067,662.3111290367738,248.34786947194144,3.260819743269985,2.2860725622891556,19.49813560872493,0.8088626890923395,0.7941229791067071,75.79745334844719,0.6787377695149276,0.06140546252511514,0.959825135386061,0.015549679853587961,0.025986873217708317,2.028399151811081,-1.0283991518110809
11,0.0,1.931761919373441,1.57656732215612,7.101171283457375,28.18358949013067,662.3111290367738,248.34786947194144,3.260819743269985,2.2860725622891556,19.49813560872493,0.8088626890923395,0.7941229791067071,75.79745334844719,0.6787377695149276,0.06140546252511514,0.959825135386061,0.015549679853587961,0.025986873217708317,1.7456519003361588,-0.7456519003361588
12,0.0,1.931761919373441,1.57656732215612,7.101171283457375,28.18358949013067,662.3111290367738,248.34786947194144,3.260819743269985,2.2860725622891556,19.49813560872493,0.8088626890923395,0.7941229791067071,75.79745334844719,0.6787377695149276,0.06140546252511514,0.959825135386061,0.015549679853587961,0.025986873217708317,1.747661345362768,-0.7476613453627681
13,0.0,1.931761919373441,1.57656732215612,7.101171283457375,28.18358949013067,662.3111290367738,248.34786947194144,3.260819743269985,2.2860725622891556,19.49813560872493,0.8088626890923395,0.7941229791067071,75.79745334844719,0.6787377695149276,0.06140546252511514,0.959825135386061,0.015549679853587961,0.025986873217708317,27.063605759130954,-26.063605759130954
14,0.0,1.931761919373441,1.57656732215612,7.101171283457375,28.18358949013067,662.3111290367738,248.34786947194144,3.260819743269985,2.2860725622891556,19.49813560872493,0.8088626890923395,0.7941229791067071,75.79745334844719,0.6787377695149276,0.06140546252511514,0.959825135386061,0.015549679853587961,0.025986873217708317,5.574776263326425,-4.574776263326425
15,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,2.722286118071981,-1.722286118071981
16,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,2.3247231184425123,-1.3247231184425123
17,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,6.600008135163599,-5.600008135163599
18,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,4.6328431002466735,-3.6328431002466735
19,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,1.7261928345180755,-0.7261928345180755
20,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,1.7178594028270637,-0.7178594028270637
21,0.0,1.1387027625518382,1.9613420103607773,8.553709749645913,35.87619382993152,599.7760438051168,106.13542707592194,1.910652331073245,4.696289684019702,28.155709933173323,0.730843151991993,0.8913138773854596,45.76123963096108,0.25546873268402165,0.0535963528365474,0.789665135140584,0.023430463430232085,0.008125009965114838,3.1205334740056143,-2.1205334740056143
22,0.0,0.4963712495805901,2.4270864973234723,0.09435072782506104,46.42450849511409,595.3358565684634,249.0771135099703,3.509975111428604,5.5394267726410735,15.383381246141944,0.7765451032351232,0.9213706892864131,65.3581418977808,0.29602515090786413,0.04461063705200624,0.8343344945082442,0.029672820557008484,0.01175715897732793,1.745444972301551,-0.745444972301551
23,0.0,1.1822882790526696,2.7684196911844134,1.9963757936818416,31.49462916069659,598.0669244184326,191.16914062386672,1.9722579434280725,7.879465978739544,19.78501576157398,0.7456321390875564,0.9728344798147843,95.58281820808742,0.6437133088995076,0.041850214147287845,0.5678384142355557,0.021794235445142696,0.0060031423795881,1.705727855591976,-0.7057278555919759
24,0.0,1.1822882790526696,2.7684196911844134,1.9963757936818416,31.49462916069659,598.0669244184326,191.16914062386672,1.9722579434280725,7.879465978739544,19.78501576157398,0.7456321390875564,0.9728344798147843,95.58281820808742,0.6437133088995076,0.041850214147287845,0.5678384142355557,0.021794235445142696,0.0060031423795881,1.736117771984803,-0.7361177719848031
25,0.0,1.1822882790526696,2.7684196911844134,1.9963757936818416,31.49462916069659,598.0669244184326,191.16914062386672,1.9722579434280725,7.879465978739544,19.78501576157398,0.7456321390875564,0.9728344798147843,95.58281820808742,0.6437133088995076,0.041850214147287845,0.5678384142355557,0.021794235445142696,0.0060031423795881,1.8957794424572239,-0.8957794424572239
26,0.0,0.33474003570941224,2.3096794970168046,3.078350073988156,67.7808041461332,583.2084535304125,105.76706646526031,3.249106932880201,0.540493723524655,21.40468392297434,0.9308406833094065,0.8441093837196508,135.0178807948493,0.725022648110954,0.04763722816133087,0.6394842396228444,0.011735507487673602,0.005439016135770192,1.7027032427562803,-0.7027032427562803
27,0.0,0.33474003570941224,2.3096794970168046,3.078350073988156,67.7808041461332,583.2084535304125,105.76706646526031,3.249106932880201,0.540493723524655,21.40468392297434,0.9308406833094065,0.8441093837196508,135.0178807948493,0.725022648110954,0.04763722816133087,0.6394842396228444,0.011735507487673602,0.005439016135770192,1.8895104449934712,-0.8895104449934712
28,0.0,0.33474003570941224,2.3096794970168046,3.078350073988156,67.7808041461332,583.2084535304125,105.76706646526031,3.249106932880201,0.540493723524655,21.40468392297434,0.9308406833094065,0.8441093837196508,135.0178807948493,0.725022648110954,0.04763722816133087,0.6394842396228444,0.011735507487673602,0.005439016135770192,1.8382985231779925,-0.8382985231779925
29,0.0,1.1713372529581318,2.2392129301995882,6.295346653100051,53.16463280797284,582.711586233888,167.41297012186635,3.000721395215527,0.8835962967280473,26.218636494496923,0.48009777280733623,0.7720509807845853,152.38150735004183,0.17954181251225332,0.04843532774160453,0.589233253655505,0.005866740799667869,0.002067324651986391,9.529707602049687,-8.529707602049687
30,0.0,1.1713372529581318,2.2392129301995882,6.295346653100051,53.16463280797284,582.711586233888,167.41297012186635,3.000721395215527,0.8835962967280473,26.218636494496923,0.48009777280733623,0.7720509807845853,152.38150735004183,0.17954181251225332,0.04843532774160453,0.589233253655505,0.005866740799667869,0.002067324651986391,3.251711236041242,-2.251711236041242
31,0.0,1.1713372529581318,2.2392129301995882,6.295346653100051,53.16463280797284,582.711586233888,167.41297012186635,3.000721395215527,0.8835962967280473,26.218636494496923,0.48009777280733623,0.7720509807845853,152.38150735004183,0.17954181251225332,0.04843532774160453,0.589233253655505,0.005866740799667869,0.002067324651986391,1.725798812597288,-0.7257988125972881
32,0.0,1.1713372529581318,2.2392129301995882,6.295346653100051,53.16463280797284,582.711586233888,167.41297012186635,3.000721395215527,0.8835962967280473,26.218636494496923,0.48009777280733623,0.7720509807845853,152.38150735004183,0.17954181251225332,0.04843532774160453,0.589233253655505,0.005866740799667869,0.002067324651986391,1.8118930275729543,-0.8118930275729543
33,0.0,1.1713372529581318,2.2392129301995882,6.295346653100051,53.16463280797284,582.711586233888,167.41297012186635,3.000721395215527,0.8835962967280473,26.218636494496923,0.48009777280733623,0.7720509807845853,152.38150735004183,0.17954181251225332,0.04843532774160453,0.589233253655505,0.005866740799667869,0.002067324651986391,36.28805047002886,-35.28805047002886
34,0.0,-0.01665917991908672,2.3562939236489884,8.192911138451134,56.181460888609415,652.8471212082923,115.4121354686107,6.498711805860359,1.4041758765215206,21.372713698705347,0.3526290017929652,0.6274370092782275,105.01602365246528,0.08149084093321807,0.01923960399422725,0.4700369657433532,0.012758375314478654,0.003962163805751817,16.385478086630595,-15.385478086630595
35,0.0,0.8097499251128982,2.5570977289273937,6.2586144602177995,53.58222694132952,154.0458545979181,114.5276816025027,4.79973400831788,1.4881084961963023,31.161466666445627,0.4586075604167403,0.9760823716756537,132.2096235512423,0.1404188490422677,0.028699672376264973,0.6256323847411497,0.00486972939762309,0.0016094444885812464,1.526273080699039,-0.526273080699039
36,0.0,0.9551432880088768,2.5383407608577304,9.085770497260066,74.71451709934907,473.2366433179578,185.34276289456545,4.013845433844352,4.913769698465556,9.35439093864288,0.6515124121181519,0.7930301470018122,134.6407171520366,0.055916614564357536,0.04749194068481,0.5634301340199178,0.01157930661394485,0.0003627675896337168,1.9670084676794635,-0.9670084676794635
37,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,1.7783200679148028,-0.7783200679148028
38,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,20.253397617521117,-19.253397617521117
39,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,1.8340351224953162,-0.8340351224953162
40,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,1.722657270300612,-0.722657270300612
41,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,1.8608223769413605,-0.8608223769413605
42,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,1.6040857927534802,-0.6040857927534802
43,0.0,-0.076386072678853,2.5105665786282323,7.333376603194575,64.34871709612528,288.23987536078744,156.7223318244735,6.812356624583494,1.535325531831651,10.006965311357249,0.6552141593353266,0.9631259667172719,186.53140462655466,0.0884356168189574,0.02473944178388482,0.5380385713701661,0.013736934477870888,0.0007021852252328542,2.1683589977993583,-1.1683589977993583
44,0.0,2.9260015367103533,0.44434550027379993,7.7462861884118785,74.26102052072412,426.21679837902866,104.74327336487772,6.122046493484822,2.7594376350215306,24.256028660209928,0.5585835491830496,0.7769323049953523,158.19256756256834,0.23502921816233985,0.005090343025439925,0.9935215989060191,0.005359594539176393,0.0018357742584697578,0.9272915865822653,0.07270841341773471
45,0.0,2.9260015367103533,0.44434550027379993,7.7462861884118785,74.26102052072412,426.21679837902866,104.74327336487772,6.122046493484822,2.7594376350215306,24.256028660209928,0.5585835491830496,0.7769323049953523,158.19256756256834,0.23502921816233985,0.005090343025439925,0.9935215989060191,0.005359594539176393,0.0018357742584697578,1.71288275658656,-0.7128827565865601
46,0.0,2.9260015367103533,0.44434550027379993,7.7462861884118785,74.26102052072412,426.21679837902866,104.74327336487772,6.122046493484822,2.7594376350215306,24.256028660209928,0.5585835491830496,0.7769323049953523,158.19256756256834,0.23502921816233985,0.005090343025439925,0.9935215989060191,0.005359594539176393,0.0018357742584697578,29.26964978013226,-28.26964978013226
47,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,1.2856323585776421,-0.28563235857764213
48,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,77.38080927125598,-76.38080927125598
49,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,12.486981277946777,-11.486981277946777
50,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,59.853575303025394,-58.853575303025394
51,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,15.62209902048324,-14.62209902048324
52,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,13.058060169153409,-12.058060169153409
53,0.0,2.737822825508694,0.5807740750739624,0.8492146013251691,83.78324915401794,454.40937900224355,108.43590760779136,1.7939437723073008,2.469661742862174,45.95150077337501,0.5002319427090506,0.6515361601429843,148.42196486288074,0.4685684316488085,0.006029664635991805,0.010676600381004042,0.0037084883413934233,0.004462196387785999,2.33607890624967,-1.33607890624967
54,0.0,1.868947886864356,1.6793786131743325,1.299218969092124,46.98014532264402,448.7187684182049,146.32624145379802,6.3684288071132595,7.577695317999948,14.310272390937186,0.17402916725066675,0.5920072470808235,108.9957401206568,0.3731724012598271,0.002189764876254441,0.3174309342586112,0.005133592883961535,0.0013616315353205954,0.9746556039531893,0.025344396046810713
55,0.0,1.868947886864356,1.6793786131743325,1.299218969092124,46.98014532264402,448.7187684182049,146.32624145379802,6.3684288071132595,7.577695317999948,14.310272390937186,0.17402916725066675,0.5920072470808235,108.9957401206568,0.3731724012598271,0.002189764876254441,0.3174309342586112,0.005133592883961535,0.0013616315353205954,52.23270381847183,-51.23270381847183
56,0.0,2.1384186123906774,2.2766985896282854,1.2866873344232532,86.34995700131641,449.43396598115885,124.94459482252415,6.518529688754985,8.213840662503369,34.73408280855864,0.07794319392055654,0.5989004733122604,196.73554408823207,0.5414905993865039,0.005204184785837229,0.11560190534896458,0.0035003015635940438,0.0023296163796421854,1.7105834648548504,-0.7105834648548504
57,0.0,0.3584163772559394,0.008531940830396989,0.20082579429098146,61.158182394722886,255.0685322815874,120.45279421651782,1.4527999722528033,13.911775983968049,20.459052945069345,0.6448687857888589,0.5903339450903305,186.269567070384,0.5079958139995874,0.036916882721156175,0.1454911447811732,0.010631429825578742,2.357022473398196e-05,61.16407826120885,-60.16407826120885
58,0.0,0.3584163772559394,0.008531940830396989,0.20082579429098146,61.158182394722886,255.0685322815874,120.45279421651782,1.4527999722528033,13.911775983968049,20.459052945069345,0.6448687857888589,0.5903339450903305,186.269567070384,0.5079958139995874,0.036916882721156175,0.1454911447811732,0.010631429825578742,2.357022473398196e-05,2.061491938788719,-1.061491938788719
59,0.0,0.3584163772559394,0.008531940830396989,0.20082579429098146,61.158182394722886,255.0685322815874,120.45279421651782,1.4527999722528033,13.911775983968049,20.459052945069345,0.6448687857888589,0.5903339450903305,186.269567070384,0.5079958139995874,0.036916882721156175,0.1454911447811732,0.010631429825578742,2.357022473398196e-05,1.060022773841642,-0.0600227738416419
60,0.0,0.3584163772559394,0.008531940830396989,0.20082579429098146,61.158182394722886,255.0685322815874,120.45279421651782,1.4527999722528033,13.911775983968049,20.459052945069345,0.6448687857888589,0.5903339450903305,186.269567070384,0.5079958139995874,0.036916882721156175,0.1454911447811732,0.010631429825578742,2.357022473398196e-05,1.2391640355457547,-0.23916403554575472
61,0.0,0.3584163772559394,0.008531940830396989,0.20082579429098146,61.158182394722886,255.0685322815874,120.45279421651782,1.4527999722528033,13.911775983968049,20.459052945069345,0.6448687857888589,0.5903339450903305,186.269567070384,0.5079958139995874,0.036916882721156175,0.1454911447811732,0.010631429825578742,2.357022473398196e-05,1.0741833951641868,-0.07418339516418682
62,0.0,1.868947886864356,1.415859299186453,0.7103307457499932,77.86143571186949,232.31655456178026,121.39719937835622,1.7274286866997333,12.289695385840162,12.524130496799138,0.41381991092101644,0.7739578878446626,175.05712076082244,0.2967550381063483,0.029841499119192427,0.17408064366259712,0.005133592883961535,0.0013616315353205954,0.9840563234939003,0.015943676506099735
63,0.0,1.2003597262043937,0.9166954531926319,0.12224489853688869,91.38770643204212,104.07207713953542,145.8253881081681,7.025565154526941,3.2978746733019246,1.7805761433387985,0.07401789711935436,0.8053259514125043,85.9650640278944,0.43267254651086645,0.0190146031674846,0.2154616566339574,0.003937564010647099,0.0008959341525749398,0.8062381100810639,0.19376188991893606
64,0.0,1.2003597262043937,0.9166954531926319,0.12224489853688869,91.38770643204212,104.07207713953542,145.8253881081681,7.025565154526941,3.2978746733019246,1.7805761433387985,0.07401789711935436,0.8053259514125043,85.9650640278944,0.43267254651086645,0.0190146031674846,0.2154616566339574,0.003937564010647099,0.0008959341525749398,1.1763762782276974,-0.17637627822769741
65,0.0,1.2003597262043937,0.9166954531926319,0.12224489853688869,91.38770643204212,104.07207713953542,145.8253881081681,7.025565154526941,3.2978746733019246,1.7805761433387985,0.07401789711935436,0.8053259514125043,85.9650640278944,0.43267254651086645,0.0190146031674846,0.2154616566339574,0.003937564010647099,0.0008959341525749398,3.6465944795179803,-2.6465944795179803
66,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.5996827570798517,-0.5996827570798517
67,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.7045264752110796,-0.7045264752110796
68,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,0.9282980490873471,0.07170195091265286
69,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.7062896794767382,-0.7062896794767382
70,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,0.7472964072507691,0.25270359274923093
71,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.7239438607885613,-0.7239438607885613
72,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.6885827788936454,-0.6885827788936454
73,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.2040238747752816,-0.2040238747752816
74,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,0.5019267694608719,0.4980732305391281
75,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,0.5695008436432041,0.4304991563567959
76,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,0.568755903729756,0.43124409627024396
77,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.7446260713472428,-0.7446260713472428
78,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.4107462251931946,-0.4107462251931946
79,0.0,1.025382503251961,0.12888551204464482,0.24674363060796978,84.21076580844004,409.52401772707594,149.2534222798234,6.188096348134002,8.709536881224928,16.097891291115367,0.21866423204720742,0.7863274464019245,111.69482900670306,0.12135291208545229,0.03272308652469391,0.27015846992532627,0.006007024293914531,0.00020723053588506124,1.6905048625511725,-0.6905048625511725
